filename,avg_score,SourceRA,SourceDec,matched_source,object_name,object_type,ref_count,redshift,arxiv_url,summary
4000905340562,43.0,149.7186718553778,1.8498430987293162,SIMBAD,SDSS J095852.49+015059.3,rG,18,,,
4000830667435,43.0,149.88880922523725,2.7903256482591767,SIMBAD,COSMOS2015 978647,G,3,,,
4001102682584,43.0,265.0491285682723,69.04342533165538,NED,WISEA J174011.87+690236.0,,1,,,
4000814558594,43.0,278.93525733161937,52.64817246534456,NED,[OMS2023] 4001451104346,G,1,,,
4001430439930,43.0,5.969798714543095,-24.71299880624617,NED,[OMS2023] 6000343967311,G,1,,,
4000757500691,43.0,109.41254525977409,37.7318597826186,NED,HLS J071739.0+374356,G,3,1.03,,
4000759442954,43.0,215.3623486177007,53.23469479813519,NED,[OMS2023] 4000759443044,G,1,,,
4001163886850,43.0,264.9675471663892,69.12172143395813,NED,SDSS J173951.95+690718.6,G,2,,,
4001097742695,42.666666666666664,150.57911417492457,2.1330765532436766,SIMBAD,COSMOS2015 548322,AGN,9,,,
4001054465806,42.666666666666664,214.94099293075521,52.79704728927957,SIMBAD,DEEP2-GRS 13003433,G,4,,,
4001414310874,42.666666666666664,149.56736087701265,2.353397943669113,SIMBAD,COSMOS2015 697472,G,5,,,
4001227961233,42.666666666666664,264.92716715348024,69.03241177617822,NED,WISEA J173942.57+690155.9,G,5,,,
4001444190238,42.5,183.5664723988987,33.14454649555318,NED,WISEA J121416.01+330840.5,,2,,,
4000751673989,42.333333333333336,214.83433530422212,52.89973790952889,SIMBAD,[BPG2011] irac124428 1,G,4,,,
4000816030171,42.333333333333336,150.58633477478327,2.0805161832298795,SIMBAD,COSMOS2015 514944,G,6,,,
4000814558751,42.333333333333336,278.9105810626861,52.65408273051166,NED,[OMS2023] 4000814558759,G,1,,,
4000843146456,42.333333333333336,187.0344788385272,12.585586635179704,NED,WISEA J122808.25+123508.2,,2,,,
4001198742761,42.333333333333336,9.713401630124501,42.37483443794069,NED,WISEA J003851.16+422229.0,,1,,,
4001068369148,42.333333333333336,334.52130336352343,0.43040078833456524,NED,WISEA J221805.04+002552.0,G,2,,,
4000727939358,42.333333333333336,28.226467490946927,-13.862567845978372,NED,WISEA J015254.33-135144.8,,2,,,
4001068368967,42.0,334.49462786439034,0.4209413894164381,SIMBAD,VVDS 220003073,G,3,,,
4001005063352,42.0,149.54166487182198,1.9077448170256956,SIMBAD,COSMOS2015 406799,G,4,,,
4000859551195,42.0,150.17863374023125,1.6222871034943505,SIMBAD,COSMOS2015 225544,G,5,,,
4001030287188,42.0,150.3627717548081,1.6300447059822156,SIMBAD,COSMOS2015 231225,rG,14,,,
4000778985207,42.0,149.54662686105408,2.305016644554756,SIMBAD,[MMS2013] 167655,G,3,,,
4001077390925,42.0,150.45841389390705,2.708458088607774,SIMBAD,COSMOS2015 927553,G,7,,,
4000740341306,42.0,214.35942396778353,52.39132442320648,SIMBAD,EGSIRAC J141726.30+522328.6,G,2,,,
4001064386770,42.0,149.50088126921946,2.2592930484628875,SIMBAD,COSMOS2015 631811,G,6,,,
4000870277054,42.0,150.52910317480917,1.7260402769612977,SIMBAD,COSMOS2015 290965,AGN,3,,,
4000905739993,42.0,228.28818728588732,6.208171937115037,SIMBAD,DES J151309.15+061229.5,GiC,1,,,
4001081421282,42.0,150.4488473342578,2.6453920723826636,SIMBAD,COSMOS2015 885986,G,1,,,
4000960391420,42.0,149.81275299326512,1.7052798408506589,SIMBAD,UVISTADR1 J095915.07+014219.0,G,8,,,
4001064386726,42.0,149.4938620544041,2.2576170681236754,SIMBAD,COSMOS2015 630493,G,4,,,
4001144257497,42.0,170.13472668267062,-12.046344339638722,NED,[OMS2023] 4001102812560,G,1,,,
4001059408795,42.0,32.72918955044185,-51.00154415088917,NED,WISEA J021054.98-510004.5,G,4,,,
4001421277365,42.0,161.62160463891433,11.823165977739638,NED,SDSS J104629.17+114923.0,G,2,,,
4000895207159,42.0,202.04708760594738,-31.770388070035334,NED,[OMS2023] 4001163764665,G,1,,,
4001294261953,42.0,28.132504028676276,-13.985434804459594,NED,WISEA J015231.63-135906.1,,2,,,
4000987771598,42.0,208.06833346342364,2.076937200912236,NED,SDSS J135216.44+020437.6,G,2,,,
4001428630173,42.0,349.61683867247285,0.5709926945035776,NED,WISEA J231828.05+003417.7,,3,,,
4000843146080,42.0,187.04259707988874,12.560749069012639,NED,[OMS2023] 4001200610362,G,1,,,
4001422820358,42.0,185.881897804367,-12.650535078489039,NED,WISEA J122331.69-123901.1,,1,,,
4000743731922,42.0,334.4064489571391,0.8342670387685798,NED,[LYY2017] 096703,G,1,0.84,,
4000727938760,42.0,28.199311122742483,-13.875588449535183,NED,[OMS2023] 4000727938760,G,1,,,
4001019170515,42.0,201.98738115878484,-31.55076585514157,NED,WINGS J132756.97-313302.8,G,3,,,
4001100829767,42.0,109.5004686845224,37.632133389952884,NED,SSTSL2 J071759.94+373756.4,,1,,,
4000857381460,42.0,137.67738471265065,42.81566070101888,NED,WISEA J091042.83+424857.3,G,2,,,
4001081472314,42.0,334.5697698598082,0.2096741996994016,NED,SDSS J221816.71+001234.1,G,5,0.42,,
4001438978577,42.0,330.40185229471956,-32.048054181339616,NED,WISEA J220136.44-320250.9,,1,,,
4000965828885,42.0,213.94768394120777,23.04975016719242,NED,SDSS J141547.47+230259.0,G,1,,,
4001415926386,42.0,181.453919979591,49.199783852655735,NED,WISEA J120548.98+491158.2,G,3,,,
4001417642111,42.0,250.26841154006706,46.7310675946333,NED,WISEA J164104.36+464351.3,G,2,,,
4001433666419,41.666666666666664,169.9625186228296,12.995927417106007,NED,WISEA J111950.99+125945.3,G,2,,,
4001196346782,41.5,265.06655492922897,68.93597365008213,NED,SSTSL2 J174016.00+685609.5,,1,,,
4000985915531,41.333333333333336,150.69370796126128,2.2915713097386634,SIMBAD,COSMOS2015 654973,G,4,,,
4000969599603,41.333333333333336,214.42774643182113,52.47950316425022,SIMBAD,CFRS 14.1129,G,9,,,
4000901246596,41.333333333333336,192.45834359483925,-41.38265063873743,NED,SSTSL2 J124949.99-412257.9,,1,,,
4000891773468,41.0,136.05262347302656,-36.450757387614985,HF,WISEA J090412.70-362701.5,,,,https://arxiv.org/abs/2402.17851,"The paper classifies IRAS 09022-3615 as lower-excitation in its data but notes high-J studies require multiple excitation components, with its single-component fit giving modest density and hot gas."
4001165979477,41.0,149.55596052503398,2.4266677185275403,SIMBAD,COSMOS2015 745544,G,5,,,
4001139794457,41.0,149.72863864174693,2.6021196151554533,SIMBAD,COSMOS2015 856954,AGN,13,,,
4000788045320,41.0,214.89575134038637,52.75567160326016,SIMBAD,EGSIRAC J141935.05+524520.7,G,3,,,
4001220662045,41.0,214.52519985337628,52.62889920154187,SIMBAD,EGSIRAC J141806.00+523745.0,G,3,,,
4000859550629,41.0,150.17317519020682,1.5979639087228728,SIMBAD,COSMOS2015 208671,G,3,,,
4000788040304,41.0,149.7222021696312,2.545037863413402,SIMBAD,COSMOS2015 821089,G,4,,,
4001237743601,41.0,255.39081593037884,64.20090482241967,SIMBAD,[ESS2003] Q1700-BX681,G,4,,,
4001148521470,41.0,150.22490525272002,1.6187812115047058,SIMBAD,COSMOS2015 224551,G,7,,,
4001117733642,41.0,149.75375681214874,2.7960411608770963,SIMBAD,COSMOS2015 982960,G,4,,,
4001044886334,41.0,150.62134468600328,2.446087172245539,SIMBAD,COSMOS2015 756765,G,4,,,
4000859894213,41.0,215.12319319358508,52.98579395357594,SIMBAD,CANDELS EGS F160W J142029.8+525910.7,G,4,,,
4001083120906,41.0,149.99473660107617,1.7117805171343254,SIMBAD,COSMOS2015 281855,G,10,,,
4001017377635,41.0,150.53854144613257,1.964462827904601,SIMBAD,COSMOS2015 441954,G,6,,,
4001095459500,41.0,149.6022763366138,1.5761490677776608,SIMBAD,COSMOS2015 197502,AGN,3,,,
4000914528724,41.0,150.30668816602974,1.7239866762076503,SIMBAD,COSMOS2015 288113,G,4,,,
4000905279301,41.0,215.2375566973947,53.047714233148874,SIMBAD,CANDELS EGS F160W J142057.0+530251.8,G,2,,,
4000845473731,41.0,150.57432242509944,1.8870278083089371,SIMBAD,COSMOS2015 391411,G,2,,,
4000854481148,41.0,334.3864653324588,0.29971231487803396,SIMBAD,CFRS 22.1453,G,6,,,
4000976735647,41.0,150.14345205156,1.7890329231842468,SIMBAD,COSMOS2015 331664,G,6,,,
4000958874441,41.0,215.14504863235743,53.071496248618786,SIMBAD,CANDELS EGS F160W J142035.0+530419.3,G,1,,,
4001239405805,41.0,150.3718990544629,2.872347894616836,SIMBAD,COSMOS J100129.26+025220.5,G,0,,,
4000875114582,41.0,149.5158169992115,2.0061884665994603,SIMBAD,COSMOS2015 467647,G,5,,,
4000863264638,41.0,150.76399335511175,2.685495576831873,SIMBAD,COSMOS2015 914254,G,4,,,
4000811137882,41.0,109.32490913370803,37.81974748228243,SIMBAD,[MAT2017] MACS0717PR1 2524,G,1,,,
4000788045562,41.0,214.8581474049966,52.76319987078375,SIMBAD,CANDELS EGS F160W J141926.1+524546.5,G,2,,,
4001430442262,41.0,5.972585729405654,-24.694826529099256,SIMBAD,[SPM2005] Sc22-2-879,Gl?,3,,,
4000836827064,41.0,149.53746079506126,1.6919277623587206,SIMBAD,COSMOS2015 267386,rG,11,,,
4000775196125,41.0,150.50988733825116,2.8640745788132453,SIMBAD,COSMOS2015 1029453,G,0,,,
4001024667532,41.0,150.69528655351883,1.740387568720334,SIMBAD,COSMOSVLA J100246.86+014425.6,rG,5,,,
4000838861897,41.0,201.97242755183942,-31.50821170323938,NED,SOS 119763,G,3,,,
4000714611626,41.0,264.83530164789903,68.99516290799706,NED,SDSS J173920.50+685942.0,G,2,,,
4001231647667,41.0,49.2785318,-40.9879243,NED,WISEA J031706.99-405914.6,,4,,,
4000994102283,41.0,248.96007863759965,66.2293492963575,NED,SSTSL2 J163550.40+661345.6,,1,,,
4000751672252,41.0,265.3572650689766,68.98279067251475,NED,WISEA J174125.62+685900.7,,2,,,
4000994445010,41.0,157.69223265981614,47.275912906232975,NED,WISEA J103046.27+471633.5,,2,,,
4001421833337,41.0,186.74314679110483,33.42988452206356,NED,SSTSL2 J122658.28+332548.5,,1,,,
4000712236290,41.0,12.294652320692377,42.756430082033134,NED,GALEXMSC J004910.82+424522.7,G,2,,,
4001444190831,41.0,183.53740674264512,33.17407937056354,NED,SDSS J121408.97+331026.3,G,3,,,
4001131320558,41.0,79.92398511879037,-44.02187250849895,NED,[OMS2023] 4001131320569,G,1,,,
4001437185575,41.0,186.6742792929413,33.464537326281544,NED,SDSS J122641.80+332752.2,G,3,,,
4001238049283,41.0,13.922715422607078,42.78331835453574,NED,[OMS2023] 4001238049351,G,1,,,
4000960851062,41.0,206.8577522059225,-32.85023653840376,NED,[OMS2023] 4001135039999,G,1,,,
4000958875308,41.0,215.16546354757062,53.09648808259352,NED,[OMS2023] 6000166613162,G,1,,,
4000915721289,41.0,204.16587553773763,-29.569367240260675,NED,WISEA J133639.81-293409.8,G,4,,,
4001419089731,41.0,345.22982228021834,0.3919424777087308,NED,WISEA J230055.10+002332.5,G,2,,,
4000757590094,41.0,229.66969907768734,8.755297982656263,NED,SDSS J151840.73+084519.0,G,2,,,
4000848026465,41.0,150.3298949770718,1.6843766988871167,NED,COSMOS 0504282,,3,0.7,,
4001284116978,41.0,214.3688341510586,52.543479115492126,NED,DEEP2 12012301,G,6,0.718,,
4000722906729,41.0,255.15072698357574,64.2756943078973,NED,[OMS2023] 4000722906785,G,1,,,
4001363354532,41.0,6.723360235761971,17.043418709289217,NED,SSTSL2 J002653.50+170235.4,G,4,,,
4000995502600,41.0,250.77934965398597,31.935773341373377,NED,WISEA J164306.98+315609.6,,1,,,
4000714612032,41.0,264.8330051275457,69.01282494072515,NED,SSTSL2 J173919.73+690047.2,,1,,,
4000730006416,41.0,43.2568013517508,-83.13201870004315,NED,WISEA J025302.25-830757.7,G,2,,,
4000722830095,41.0,184.81569905527238,47.46426007506281,NED,GALEXMSC J121915.89+472750.3,,1,,,
4001125982489,41.0,170.80474708227257,14.149313880040848,NED,SDSS J112313.13+140857.5,G,1,,,
4001118631170,41.0,12.996945559145482,44.13590071329732,NED,[OMS2023] 4001118631248,G,1,,,
4000857381093,41.0,137.68494459917721,42.79463361771879,NED,[OMS2023] 4000857381103,G,1,,,
4001450712621,41.0,186.80943661994164,33.449401839068265,NED,SSTSL2 J122714.21+332659.6,,1,,,
4001414306446,41.0,177.38816044816662,22.42324880646298,NED,[PCB2012] 1644,G,3,0.522,,
4001022403136,41.0,50.520600050669934,-15.42427663268991,NED,[OMS2023] 4001039435051,G,1,,,
4001416230504,41.0,196.60296102796985,67.73616341790121,NED,[OMS2023] 4001416230504,G,1,,,
4000854481314,40.666666666666664,334.36841780585786,0.30970208928166754,SIMBAD,SDSS J221728.42+001835.0,G,1,,,
4001097742811,40.5,150.59902105954862,2.1378115331133536,SIMBAD,COSMOS2015 551061,G,5,,,
4001070552086,40.5,109.4560093952593,37.62389546868582,SIMBAD,MACSg J071749.35+373726.1,G,2,,,
4001181016824,40.5,150.3367011018362,1.716493604946505,SIMBAD,ACS-GC 20010216,G,7,,,
4000721972481,40.5,201.99231341246454,-27.35125345108676,NED,WINGS J132758.15-272104.8,G,4,,,
4000906182055,40.5,199.34178207063752,-2.0054592910317055,NED,[OMS2023] 4000906182075,G,1,,,
4001221030179,40.5,109.28330860265135,37.7675902299789,NED,SSTSL2 J071708.17+374602.4,,1,,,
4000817270454,40.333333333333336,215.13873396667236,53.14029080888826,SIMBAD,[EFT2013] 215.138783+53.140282,G,1,,,
4001097389981,40.333333333333336,44.26702952237166,-23.41778827165046,NED,WISEA J025703.96-232501.9,G,2,,,
4000754446368,40.333333333333336,143.449992886638,55.22719884508376,NED,SDSS J093348.01+551338.0,G,2,,,
4001417239182,40.333333333333336,151.1960740029437,41.21319323535154,NED,SSTSL2 J100447.03+411248.6,G,2,,,
4000877987486,40.333333333333336,320.87644226375426,-53.02305567618744,NED,[OMS2023] 4000756624497,G,1,,,
4000740198898,40.333333333333336,205.92936554993065,-38.181923584146105,NED,[OMS2023] 4001437615309,G,1,,,
4000953983966,40.0,150.48446148950003,1.704034279192918,SIMBAD,COSMOS2015 276874,G,4,,,
4001081908245,40.0,150.58533173779628,2.756054540583614,SIMBAD,COSMOS2015 957833,G,7,,,
4000990243799,40.0,109.51448724260416,37.58310799504369,SIMBAD,MACSg J071803.46+373459.1,G,1,,,
4001063174164,40.0,150.60721736587342,2.622477447396007,SIMBAD,COSMOS2015 870608,G,4,,,
4000742920548,40.0,150.3991980055084,2.6271041894319516,SIMBAD,COSMOS2015 876273,G,5,,,
4001291332111,40.0,214.74617516669582,52.787762764504485,SIMBAD,CANDELS EGS F160W J141859.2+524716.8,G,8,,,
4001283201123,40.0,214.29532685552417,52.41414574471693,SIMBAD,DEEP-GSS 112-4072,G,3,,,
4000769823409,40.0,149.49622294536732,2.481981281765148,SIMBAD,COSMOS2015 780264,G,5,,,
4001081420291,40.0,150.47079599422375,2.6110838944504438,SIMBAD,COSMOS2015 864979,G,6,,,
4001178935488,40.0,149.67553759893107,1.8123354234268365,SIMBAD,COSMOS2015 346247,G,7,,,
4001243857585,40.0,149.86296699745387,1.9498338643906499,SIMBAD,COSMOS2015 431931,G,9,,,
4001037562292,40.0,149.5105536790722,2.39784430430377,SIMBAD,COSMOS2015 725820,G,5,,,
4000920595602,40.0,150.63056155460228,1.9520326297825012,SIMBAD,COSMOS2015 433843,G,5,,,
4001083111302,40.0,149.51210377834568,1.8169096879847582,SIMBAD,COSMOS2015 346750,G,3,,,
4001048550170,40.0,214.5147817705895,52.5063387163101,SIMBAD,DEEP-GSS 054-7049,G,22,,,
4000830298296,40.0,149.5152829251134,2.3916673440222285,SIMBAD,COSMOS2015 721043,G,4,,,
4000718915426,40.0,149.81380320074575,1.6913834132192163,SIMBAD,COSMOS2015 268686,G,4,,,
4000836298851,40.0,150.74170155163506,2.4066826967440504,SIMBAD,COSMOS2015 731572,G,7,,,
4001152119021,40.0,149.55203479342438,2.514348535699677,SIMBAD,COSMOS2015 803446,G,3,,,
4001107675708,40.0,149.62818731936335,1.96401473498829,SIMBAD,COSMOS 1392998,G,2,,,
4001273799294,40.0,149.66612109203638,1.6769847508106173,SIMBAD,COSMOS2015 259240,G,8,,,
4001063173132,40.0,150.59245189200985,2.585587677647556,SIMBAD,COSMOS2015 848631,EmG,9,,,
4001148522254,40.0,150.25611554071662,1.6554086771338363,SIMBAD,COSMOS2015 245923,G,5,,,
4000953984191,40.0,150.4395935419901,1.713986649531079,SIMBAD,COSMOS2015 282492,G,4,,,
4000851375230,40.0,215.9477721663192,24.070694262374083,SIMBAD,DES J142347.48+240414.6,GiC,1,,,
4000746115920,40.0,49.94640426091754,41.48812306314329,SIMBAD,[MCC2025] EDwC-0833,G,2,,,
4000854481386,40.0,334.34591182831656,0.32100383029802115,SIMBAD,ULAS J221722.97+001913.0,*,1,,,
4000905278726,40.0,215.29191743536626,53.03718189139888,SIMBAD,EGSIRAC J142110.09+530213.6,G,3,,,
4001062262318,40.0,149.65720663845295,1.8623885734126435,SIMBAD,SDSS J095837.73+015144.5,G,7,,,
4000928097800,40.0,150.00603318448435,2.780751862170374,SIMBAD,COSMOS2015 974170,G,5,,,
4000993357666,40.0,149.92663080688092,2.7328978450648647,SIMBAD,COSMOS2015 942602,G,4,,,
4001243325105,40.0,255.1907934833,64.16328488516733,SIMBAD,SDSS J170045.79+640947.7,G,1,,,
4000771257219,40.0,149.47975368283315,1.7832648345853126,SIMBAD,COSMOS2015 326444,G,8,,,
4000817270003,40.0,215.13312178911968,53.13158364104039,SIMBAD,EGSIRAC J142031.92+530753.3,AGN,2,,,
4000956351688,40.0,149.6900466750606,1.6711594819112026,SIMBAD,COSMOS2015 252986,rG,6,,,
4000843145528,40.0,187.06521620522173,12.53564282747795,SIMBAD,HVCS 1054,G,1,,,
4000811137404,40.0,109.31547385069798,37.80037454341287,SIMBAD,MACSg J071715.73+374801.5,rG,2,,,
4001075603583,40.0,150.7104627033391,2.6379302632014126,SIMBAD,COSMOS2015 882718,G,4,,,
4001199410109,40.0,149.78973191981868,2.637552921372488,SIMBAD,COSMOS2015 882565,G,4,,,
4000788044672,40.0,214.8581920813212,52.7405580729179,SIMBAD,EGSIRAC J141925.99+524425.8,G,2,,,
4000843939248,40.0,149.51195424244688,1.8601499050788577,SIMBAD,COSMOS2015 374756,G,4,,,
4001017377085,40.0,150.55624905350308,1.946317013745617,SIMBAD,COSMOS2015 429250,G,4,,,
4000870276948,40.0,150.544986468392,1.7157896463071018,SIMBAD,COSMOS2015 284039,G,0,,,
