object_name,n_papers_checked,n_name_hits,genuinely_discussed,reasoning
2MASS J05465265+2503383,0,0,False,No papers found in bibliography.
SSTSL2 J173914.62+685405.2,0,0,False,No papers found in bibliography.
WISEA J233350.72-000351.8,0,0,False,No papers found in bibliography.
WISEA J144519.99+593643.5,0,0,False,No papers found in bibliography.
SSTSL2 J163807.83-682800.7,0,0,False,No papers found in bibliography.
WISEA J102756.57+682231.2,0,0,False,No papers found in bibliography.
COSMOS2015 203091,0,0,False,No papers found in bibliography.
2MASX J17232194-0017009,0,0,False,No papers found in bibliography.
COSMOS2015 1034202,0,0,False,No papers found in bibliography.
COSMOS2015 1020289,0,0,False,No papers found in bibliography.
COSMOS2015 239120,0,0,False,No papers found in bibliography.
SDSS J223841.16-075513.8,0,0,False,No papers found in bibliography.
SSTSL2 J174047.38+690040.6,0,0,False,No papers found in bibliography.
SSTSL2 J071821.61+373554.8,0,0,False,No papers found in bibliography.
GALEXASC J105633.01-034459.7,0,0,False,No papers found in bibliography.
SSTSL2 J112009.43-120933.6,0,0,False,No papers found in bibliography.
WISEA J132944.83+285402.4,0,0,False,No papers found in bibliography.
SSTSL2 J144658.03+082615.9,0,0,False,No papers found in bibliography.
WISEA J021045.40-510148.5,0,0,False,No papers found in bibliography.
WISEA J031820.82-253530.0,0,0,False,No papers found in bibliography.
WISEA J230053.27+002221.2,0,0,False,No papers found in bibliography.
SSTSL2 J221757.52+001342.7,0,0,False,No papers found in bibliography.
WISEA J094251.82+470137.1,0,0,False,No papers found in bibliography.
WISEA J125929.89+140829.6,0,0,False,No papers found in bibliography.
WISEA J212132.99-633645.5,0,0,False,No papers found in bibliography.
SSTSL2 J135418.85-022206.5,0,0,False,No papers found in bibliography.
WISEA J112013.24-115706.7,0,0,False,No papers found in bibliography.
SSTSL2 J085242.03-690058.7,0,0,False,No papers found in bibliography.
SSTSL2 J165304.39+022203.6,0,0,False,No papers found in bibliography.
WISEA J173840.10+685902.4,0,0,False,No papers found in bibliography.
WISEA J101508.40+493233.6,0,0,False,No papers found in bibliography.
SSTSL2 J071750.31+374532.4,0,0,False,No papers found in bibliography.
WISEA J183600.87+523924.7,0,0,False,No papers found in bibliography.
SSTSL2 J100445.68+411330.1,0,0,False,No papers found in bibliography.
SSTSL2 J100550.43+702125.3,0,0,False,No papers found in bibliography.
GALEXMSC J120121.38-185845.0,0,0,False,No papers found in bibliography.
SSTSL2 J174117.81+690036.3,0,0,False,No papers found in bibliography.
WISEA J125111.49+410645.5,0,0,False,No papers found in bibliography.
WISEA J183554.78+523923.4,0,0,False,No papers found in bibliography.
SSTSL2 J135854.04+622400.4,0,0,False,No papers found in bibliography.
SSTSL2 J174054.03+690014.6,0,0,False,No papers found in bibliography.
DEEP2 13017973,0,0,False,No papers found in bibliography.
COSMOS2015 205329,0,0,False,No papers found in bibliography.
COSMOS2015 992006,0,0,False,No papers found in bibliography.
COSMOS2015 203829,0,0,False,No papers found in bibliography.
COSMOS2015 205194,0,0,False,No papers found in bibliography.
COSMOS2015 218419,0,0,False,No papers found in bibliography.
SDSS J122007.55+471815.6,0,0,False,No papers found in bibliography.
SSTSL2 J015222.98-135934.0,0,0,False,No papers found in bibliography.
WISEA J141934.23+524649.8,0,0,False,No papers found in bibliography.
SSTSL2 J173944.61+690256.4,0,0,False,No papers found in bibliography.
SSTSL2 J015237.25-140145.0,0,0,False,No papers found in bibliography.
WISEA J091114.51+174812.7,0,0,False,No papers found in bibliography.
SSTSL2 J014826.05+385353.8,0,0,False,No papers found in bibliography.
SSTSL2 J142208.12+531207.6,0,0,False,No papers found in bibliography.
WISEA J082559.16+262643.5,0,0,False,No papers found in bibliography.
SSTSL2 J022448.99-031743.5,0,0,False,No papers found in bibliography.
SSTSL2 J135415.53-022155.6,0,0,False,No papers found in bibliography.
WISEA J112000.61+125850.2,0,0,False,No papers found in bibliography.
SSTSL2 J173915.15+690338.1,0,0,False,No papers found in bibliography.
SSTSL2 J170138.48+641047.8,0,0,False,No papers found in bibliography.
WISEA J015424.12-593651.8,0,0,False,No papers found in bibliography.
WISEA J151834.85+084446.0,0,0,False,No papers found in bibliography.
WISEA J111116.39+284955.8,0,0,False,No papers found in bibliography.
SDSS J091204.07+002820.2,0,0,False,No papers found in bibliography.
SDSS J140523.12+554349.1,0,0,False,No papers found in bibliography.
WISEA J031656.97-410002.9,0,0,False,No papers found in bibliography.
WISEA J053601.26-662140.3,0,0,False,No papers found in bibliography.
WISEA J160902.73+653411.6,0,0,False,No papers found in bibliography.
SSTSL2 J215358.74+173313.5,0,0,False,No papers found in bibliography.
SSTSL2 J170130.79+641050.3,0,0,False,No papers found in bibliography.
SSTSL2 J135421.02-022303.3,0,0,False,No papers found in bibliography.
WISEA J162750.62-005423.6,0,0,False,No papers found in bibliography.
SSTSL2 J170046.72+641230.9,0,0,False,No papers found in bibliography.
SSTSL2 J173910.79+685428.7,0,0,False,No papers found in bibliography.
WISEA J043402.62-083316.7,0,0,False,No papers found in bibliography.
SSTSL2 J095256.33+685126.7,0,0,False,No papers found in bibliography.
WISEA J071807.93+374213.4,0,0,False,No papers found in bibliography.
SDSS J170036.06+641556.5,0,0,False,No papers found in bibliography.
SSTSL2 J170058.84+641134.6,0,0,False,No papers found in bibliography.
VV 705,0,0,False,No papers found in bibliography.
WISEA J095734.75+552330.9,0,0,False,No papers found in bibliography.
SSTSL2 J033416.30-282516.9,0,0,False,No papers found in bibliography.
WISEA J233901.29+362108.4,0,0,False,No papers found in bibliography.
COSMOS2015 1003916,0,0,False,No papers found in bibliography.
COSMOS2015 998963,0,0,False,No papers found in bibliography.
COSMOS 2500230,0,0,False,No papers found in bibliography.
COSMOS2015 737636,0,0,False,No papers found in bibliography.
COSMOS2015 234755,0,0,False,No papers found in bibliography.
COSMOS2015 1016162,0,0,False,No papers found in bibliography.
SDSS J021653.31-081248.7,0,0,False,No papers found in bibliography.
SDSS J095539.50+685330.8,0,0,False,No papers found in bibliography.
SSTSL2 J071712.51+374340.4,0,0,False,No papers found in bibliography.
WISEA J095734.78+690333.1,0,0,False,No papers found in bibliography.
SDSS J100147.29+555412.8,0,0,False,No papers found in bibliography.
APMUKS(BJ) B025019.09-151148.1,0,0,False,No papers found in bibliography.
SDSS J125134.07+411426.4,0,0,False,No papers found in bibliography.
SSTSL2 J221758.21+001403.8,0,0,False,No papers found in bibliography.
SSTSL2 J044207.99-281420.7,0,0,False,No papers found in bibliography.
GALEXASC J170110.98+641545.1,0,0,False,No papers found in bibliography.
SSTSL2 J141829.81+524124.8,0,0,False,No papers found in bibliography.
WISEA J015229.20-140149.0,0,0,False,No papers found in bibliography.
SDSS J094302.27+604702.3,0,0,False,No papers found in bibliography.
WISEA J133941.12+404335.9,0,0,False,No papers found in bibliography.
SSTSL2 J174029.27+690331.4,0,0,False,No papers found in bibliography.
SDSS J152704.48+355815.3,0,0,False,No papers found in bibliography.
SSTSL2 J071723.62+374237.0,0,0,False,No papers found in bibliography.
WISEA J044410.73-282122.4,0,0,False,No papers found in bibliography.
WISEA J025717.08-232622.7,0,0,False,No papers found in bibliography.
SDSS J121911.72+472701.1,0,0,False,No papers found in bibliography.
WISEA J224208.83+195810.5,0,0,False,No papers found in bibliography.
WISEA J122712.49+333915.5,0,0,False,No papers found in bibliography.
WISEA J112909.27+285723.7,0,0,False,No papers found in bibliography.
SSTSL2 J122712.92+333824.9,0,0,False,No papers found in bibliography.
SSTSL2 J170059.08+641145.4,0,0,False,No papers found in bibliography.
SSTSL2 J071800.44+373804.8,0,0,False,No papers found in bibliography.
SSTSL2 J100440.89+411221.9,0,0,False,No papers found in bibliography.
WISEA J015239.46-140322.1,0,0,False,No papers found in bibliography.
SSTSL2 J135900.22+622503.0,0,0,False,No papers found in bibliography.
SDSS J151304.60+061116.3,0,0,False,No papers found in bibliography.
WISEA J060208.06-603244.1,0,0,False,No papers found in bibliography.
SSTSL2 J234715.49-363615.0,0,0,False,No papers found in bibliography.
SDSS J230051.01+002203.2,0,0,False,No papers found in bibliography.
WISEA J101814.82+214841.1,0,0,False,No papers found in bibliography.
WISEA J134828.12-375613.1,0,0,False,No papers found in bibliography.
GALEXASC J015301.82-135931.8,0,0,False,No papers found in bibliography.
WISEA J002642.10+394238.2,0,0,False,No papers found in bibliography.
WISEA J100140.33+555341.2,0,0,False,No papers found in bibliography.
SSTSL2 J173925.62+685240.1,0,0,False,No papers found in bibliography.
SSTSL2 J031703.88-410150.1,0,0,False,No papers found in bibliography.
SDSS J125415.00+270903.1,0,0,False,No papers found in bibliography.
SDSS J131542.23+620641.0,0,0,False,No papers found in bibliography.
SSTSL2 J135914.73+622412.4,0,0,False,No papers found in bibliography.
SDSS J123607.83+285817.0,0,0,False,No papers found in bibliography.
SSTSL2 J173905.95+690501.3,0,0,False,No papers found in bibliography.
COSMOS2015 1025500,0,0,False,No papers found in bibliography.
SDSS J023026.71+003721.0,0,0,False,No papers found in bibliography.
S2CLS-EGS-850.069,0,0,False,No papers found in bibliography.
COSMOS2015 212508,0,0,False,No papers found in bibliography.
COSMOS2015 207580,0,0,False,No papers found in bibliography.
COSMOS J100128.63+014228.3,0,0,False,No papers found in bibliography.
COSMOS2015 998034,0,0,False,No papers found in bibliography.
COSMOS2015 1033498,0,0,False,No papers found in bibliography.
COSMOS2015 1002104,0,0,False,No papers found in bibliography.
COSMOS2015 1030872,0,0,False,No papers found in bibliography.
YGKOW 162,0,0,False,No papers found in bibliography.
COSMOS2015 1003174,0,0,False,No papers found in bibliography.
COSMOS2015 748390,0,0,False,No papers found in bibliography.
SDSS J121949.66+472030.6,0,0,False,No papers found in bibliography.
SSTSL2 J084711.68+344809.1,0,0,False,No papers found in bibliography.
WISEA J051537.76-432402.2,0,0,False,No papers found in bibliography.
SDSS J092637.22+124322.7,0,0,False,No papers found in bibliography.
WISEA J022801.92+003826.5,0,0,False,No papers found in bibliography.
SSTSL2 J114058.32-262855.8,0,0,False,No papers found in bibliography.
SSTSL2 J221723.94+001735.4,0,0,False,No papers found in bibliography.
WISEA J071726.93+374039.7,0,0,False,No papers found in bibliography.
SSTSL2 J071728.43+374008.5,0,0,False,No papers found in bibliography.
WISEA J220704.17-275008.8,0,0,False,No papers found in bibliography.
SSTSL2 J221803.38+001515.1,0,0,False,No papers found in bibliography.
SDSS J131913.00-020630.1,0,0,False,No papers found in bibliography.
SSTSL2 J170110.04+641145.9,0,0,False,No papers found in bibliography.
WISEA J005031.00-195352.7,0,0,False,No papers found in bibliography.
WISEA J111112.35+285125.6,0,0,False,No papers found in bibliography.
WISEA J071759.83+373237.8,0,0,False,No papers found in bibliography.
WISEA J024911.15-081520.3,0,0,False,No papers found in bibliography.
WISEA J014428.75+170536.0,0,0,False,No papers found in bibliography.
GALEXMSC J232050.44-691316.1,0,0,False,No papers found in bibliography.
SDSS J135734.20+652349.1,0,0,False,No papers found in bibliography.
WISEA J100355.77-272042.2,0,0,False,No papers found in bibliography.
WISEA J212228.20-614715.6,0,0,False,No papers found in bibliography.
WISEA J133708.26-293610.3,0,0,False,No papers found in bibliography.
SSTSL2 J031812.09-253520.7,0,0,False,No papers found in bibliography.
SSTSL2 J174031.99+690256.8,0,0,False,No papers found in bibliography.
WISEA J091332.48-102028.0,0,0,False,No papers found in bibliography.
SSTSL2 J173944.21+685546.8,0,0,False,No papers found in bibliography.
WISEA J110651.11-035040.8,0,0,False,No papers found in bibliography.
SSTSL2 J221806.03+001422.7,0,0,False,No papers found in bibliography.
SSTSL2 J071815.73+374222.6,0,0,False,No papers found in bibliography.
SDSS J101621.80-000754.2,0,0,False,No papers found in bibliography.
SSTSL2 J071729.58+373858.2,0,0,False,No papers found in bibliography.
SSTSL2 J015304.15-135946.6,0,0,False,No papers found in bibliography.
SSTSL2 J221812.81+001157.0,0,0,False,No papers found in bibliography.
SSTSL2 J162517.77+154413.3,0,0,False,No papers found in bibliography.
SDSS J104800.81+123401.2,0,0,False,No papers found in bibliography.
SDSS J141903.59+532604.6,0,0,False,No papers found in bibliography.
SSTSL2 J173955.48+690238.9,0,0,False,No papers found in bibliography.
SSTSL2 J181430.71+411308.6,0,0,False,No papers found in bibliography.
WISEA J092119.17+510308.0,0,0,False,No papers found in bibliography.
WISEA J170127.32+640943.3,0,0,False,No papers found in bibliography.
SSTSL2 J010352.27+215419.6,0,0,False,No papers found in bibliography.
WISEA J025359.80+145742.1,0,0,False,No papers found in bibliography.
GALEXASC J133650.09-294130.7,0,0,False,No papers found in bibliography.
SSTSL2 J122706.60+333926.2,0,0,False,No papers found in bibliography.
SSTSL2 J015248.08-135150.3,0,0,False,No papers found in bibliography.
SDSS J122634.69+332757.3,0,0,False,No papers found in bibliography.
SSTSL2 J071746.08+373753.0,0,0,False,No papers found in bibliography.
SSTSL2 J173840.75+690306.6,0,0,False,No papers found in bibliography.
SSTSL2 J122633.75+333244.1,0,0,False,No papers found in bibliography.
SDSS J095100.68+333401.1,0,0,False,No papers found in bibliography.
SSTSL2 J105627.68-034611.5,0,0,False,No papers found in bibliography.
WISEA J092639.84+124355.6,0,0,False,No papers found in bibliography.
SSTSL2 J014812.41+385350.8,0,0,False,No papers found in bibliography.
SSTSL2 J191436.08-211718.8,0,0,False,No papers found in bibliography.
SSTSL2 J095733.73+690532.3,0,0,False,No papers found in bibliography.
GALEXASC J003846.94+422048.4,0,0,False,No papers found in bibliography.
SSTSL2 J170048.73+641013.1,0,0,False,No papers found in bibliography.
SSTSL2 J173853.12+685843.2,0,0,False,No papers found in bibliography.
WISEA J125120.52+411507.9,0,0,False,No papers found in bibliography.
COSMOS2015 279307,0,0,False,No papers found in bibliography.
COSMOS2015 1014010,0,0,False,No papers found in bibliography.
COSMOS2015 1008028,0,0,False,No papers found in bibliography.
COSMOS2015 210662,0,0,False,No papers found in bibliography.
COSMOS2015 1000517,0,0,False,No papers found in bibliography.
COSMOS2015 1012422,0,0,False,No papers found in bibliography.
COSMOS2015 1034889,0,0,False,No papers found in bibliography.
COSMOS2015 194387,0,0,False,No papers found in bibliography.
COSMOS2015 207639,0,0,False,No papers found in bibliography.
YGKOW 124,0,0,False,No papers found in bibliography.
COSMOS2015 213206,0,0,False,No papers found in bibliography.
COSMOS2015 999710,0,0,False,No papers found in bibliography.
COSMOS2015 316559,0,0,False,No papers found in bibliography.
COSMOS2015 1027244,0,0,False,No papers found in bibliography.
SSTSL2 J002346.32-244128.5,0,0,False,No papers found in bibliography.
SSTSL2 J114044.90-263036.5,0,0,False,No papers found in bibliography.
SDSS J151814.85+424406.5,0,0,False,No papers found in bibliography.
WISEA J134810.28-332426.0,0,0,False,No papers found in bibliography.
SSTSL2 J170048.17+641144.1,0,0,False,No papers found in bibliography.
WISEA J131918.00-020718.5,0,0,False,No papers found in bibliography.
SSTSL2 J132639.81-302112.7,0,0,False,No papers found in bibliography.
WISEA J125456.85-282154.4,0,0,False,No papers found in bibliography.
WISEA J173919.44+690630.4,0,0,False,No papers found in bibliography.
SSTSL2 J131229.34-154937.1,0,0,False,No papers found in bibliography.
WISEA J110658.31-035133.4,0,0,False,No papers found in bibliography.
SSTSL2 J173916.66+690244.6,0,0,False,No papers found in bibliography.
SSTSL2 J121756.81+144622.8,0,0,False,No papers found in bibliography.
SSTSL2 J135411.36-022130.7,0,0,False,No papers found in bibliography.
SDSS J135445.19+355058.7,0,0,False,No papers found in bibliography.
SSTSL2 J133659.44-293554.5,0,0,False,No papers found in bibliography.
SSTSL2 J173923.95+690643.1,0,0,False,No papers found in bibliography.
GALEXMSC J105626.00-034707.0,0,0,False,No papers found in bibliography.
SSTSL2 J235137.17-261203.5,0,0,False,No papers found in bibliography.
SDSS J122710.31+332913.2,0,0,False,No papers found in bibliography.
SSTSL2 J031813.80-253726.6,0,0,False,No papers found in bibliography.
WISEA J174135.67+685909.6,0,0,False,No papers found in bibliography.
SSTSL2 J173847.20+690357.1,0,0,False,No papers found in bibliography.
WISEA J225405.00+161045.1,0,0,False,No papers found in bibliography.
GALEXMSC J133716.05-293450.9,0,0,False,No papers found in bibliography.
SSTSL2 J221802.84+001653.6,0,0,False,No papers found in bibliography.
GALEXMSC J163440.20+661053.5,0,0,False,No papers found in bibliography.
SSTSL2 J221810.23+001521.7,0,0,False,No papers found in bibliography.
WISEA J133450.84-270617.9,0,0,False,No papers found in bibliography.
SDSS J092628.96+124234.5,0,0,False,No papers found in bibliography.
WISEA J230327.72+142315.1,0,0,False,No papers found in bibliography.
SSTSL2 J170130.49+641247.3,0,0,False,No papers found in bibliography.
WISEA J133958.29+005134.3,0,0,False,No papers found in bibliography.
SSTSL2 J071800.09+374417.0,0,0,False,No papers found in bibliography.
SSTSL2 J114049.33-262811.7,0,0,False,No papers found in bibliography.
SSTSL2 J100446.37+411256.9,0,0,False,No papers found in bibliography.
WISEA J173856.40+690430.0,0,0,False,No papers found in bibliography.
WISEA J051916.69-424621.9,0,0,False,No papers found in bibliography.
SSTSL2 J170112.35+640949.9,0,0,False,No papers found in bibliography.
SSTSL2 J221813.32+001409.6,0,0,False,No papers found in bibliography.
SSTSL2 J090957.80+454008.5,0,0,False,No papers found in bibliography.
SSTSL2 J135903.33+622526.1,0,0,False,No papers found in bibliography.
SSTSL2 J033410.54-282519.6,0,0,False,No papers found in bibliography.
WISEA J121401.90+330926.4,0,0,False,No papers found in bibliography.
WISEA J003847.63+422051.9,0,0,False,No papers found in bibliography.
WISEA J112001.39-120650.9,0,0,False,No papers found in bibliography.
SSTSL2 J041014.50-560934.5,0,0,False,No papers found in bibliography.
WISEA J170243.37+602629.7,0,0,False,No papers found in bibliography.
SSTSL2 J065818.27-555730.2,0,0,False,No papers found in bibliography.
SDSS J144503.42+593838.8,0,0,False,No papers found in bibliography.
SSTSL2 J165257.06+022353.0,0,0,False,No papers found in bibliography.
WISEA J171415.74+531118.9,0,0,False,No papers found in bibliography.
WISEA J071717.53+374421.4,0,0,False,No papers found in bibliography.
SSTSL2 J234610.84+531401.8,0,0,False,No papers found in bibliography.
GALEXASC J041009.98-560845.8,0,0,False,No papers found in bibliography.
SSTSL2 J022846.28+002433.6,0,0,False,No papers found in bibliography.
SSTSL2 J083819.32+254454.9,0,0,False,No papers found in bibliography.
SSTSL2 J215353.40+173348.2,0,0,False,No papers found in bibliography.
SSTSL2 J051845.76-431447.7,0,0,False,No papers found in bibliography.
SSTSL2 J022319.49+321024.2,0,0,False,No papers found in bibliography.
WISEA J134628.24-375947.5,0,0,False,No papers found in bibliography.
WISEA J082609.92+262727.7,0,0,False,No papers found in bibliography.
SSTSL2 J015251.51-135041.2,0,0,False,No papers found in bibliography.
SDSS J154052.12+144541.4,0,0,False,No papers found in bibliography.
WISEA J004917.88-180608.3,0,0,False,No papers found in bibliography.
SSTSL2 J105639.82-034530.2,0,0,False,No papers found in bibliography.
WISEA J110813.69-043007.1,0,0,False,No papers found in bibliography.
SSTSL2 J221807.57+001539.9,0,0,False,No papers found in bibliography.
WISEA J112001.66+130021.4,0,0,False,No papers found in bibliography.
SSTSL2 J102116.70+343748.1,0,0,False,No papers found in bibliography.
WISEA J173910.94+685716.4,0,0,False,No papers found in bibliography.
WISEA J135717.88+652506.1,0,0,False,No papers found in bibliography.
SSTSL2 J144650.04+082748.8,0,0,False,No papers found in bibliography.
SDSS J143450.64+033954.1,0,0,False,No papers found in bibliography.
SDSS J174013.35+685631.3,0,0,False,No papers found in bibliography.
WISEA J131852.36+531054.9,0,0,False,No papers found in bibliography.
WISEA J174118.36+690113.7,0,0,False,No papers found in bibliography.
SSTSL2 J173911.30+685735.7,0,0,False,No papers found in bibliography.
SSTSL2 J235149.84-261438.1,0,0,False,No papers found in bibliography.
GALEXMSC J051709.75+794118.2,0,0,False,No papers found in bibliography.
WISEA J092113.50+452933.9,0,0,False,No papers found in bibliography.
MACS0717_Az9 / component 5.2,0,0,False,No papers found in bibliography.
COSMOS2015 996922,0,0,False,No papers found in bibliography.
COSMOS2015 1021729,0,0,False,No papers found in bibliography.
COSMOS2015 1004529,0,0,False,No papers found in bibliography.
COSMOS2015 1016683,0,0,False,No papers found in bibliography.
COSMOS J100241.14+024952.4,0,0,False,No papers found in bibliography.
COSMOS2015 999660,0,0,False,No papers found in bibliography.
COSMOS2015 239898,0,0,False,No papers found in bibliography.
COSMOS2015 1016585,0,0,False,No papers found in bibliography.
COSMOS2015 1028835,0,0,False,No papers found in bibliography.
COSMOS2015 999404,0,0,False,No papers found in bibliography.
COSMOS2015 209487,0,0,False,No papers found in bibliography.
COSMOS2015 205242,0,0,False,No papers found in bibliography.
SSTSL2 J114036.80-263032.4,0,0,False,No papers found in bibliography.
WISEA J132756.00-272148.9,0,0,False,No papers found in bibliography.
SSTSL2 J095654.19+692228.7,0,0,False,No papers found in bibliography.
WISEA J170241.41+602743.5,0,0,False,No papers found in bibliography.
SSTSL2 J015236.42-135024.4,0,0,False,No papers found in bibliography.
SSTSL2 J181425.51+411323.6,0,0,False,No papers found in bibliography.
SDSS J161136.74+522633.6,0,0,False,No papers found in bibliography.
WISEA J095941.58+041020.6,0,0,False,No papers found in bibliography.
GALEXASC J071738.03+373823.4,0,0,False,No papers found in bibliography.
SSTSL2 J121409.31+330844.5,0,0,False,No papers found in bibliography.
GALEXMSC J205953.39-424622.8,0,0,False,No papers found in bibliography.
WISEA J061345.82-704239.8,0,0,False,No papers found in bibliography.
GALEXASC J232645.63-000327.0,0,0,False,No papers found in bibliography.
SDSS J170058.78+641346.8,0,0,False,No papers found in bibliography.
GALEXMSC J011012.68-165013.5,0,0,False,No papers found in bibliography.
SSTSL2 J122634.51+332637.6,0,0,False,No papers found in bibliography.
WISEA J051909.69-424731.2,0,0,False,No papers found in bibliography.
SSTSL2 J174042.95+690113.0,0,0,False,No papers found in bibliography.
WISEA J174105.07+690108.4,0,0,False,No papers found in bibliography.
SSTSL2 J100431.30+411330.8,0,0,False,No papers found in bibliography.
GALEXMSC J001526.06-321006.7,0,0,False,No papers found in bibliography.
SSTSL2 J232049.59-691219.3,0,0,False,No papers found in bibliography.
SSTSL2 J134434.02+555355.5,0,0,False,No papers found in bibliography.
SSTSL2 J031809.76-253515.8,0,0,False,No papers found in bibliography.
SSTSL2 J092636.67+124218.7,0,0,False,No papers found in bibliography.
WISEA J100529.65+702258.5,0,0,False,No papers found in bibliography.
WISEA J110253.07-052119.3,0,0,False,No papers found in bibliography.
SSTSL2 J235130.47-261225.6,0,0,False,No papers found in bibliography.
WISEA J122608.94+130819.0,0,0,False,No papers found in bibliography.
SSTSL2 J071734.92+374156.4,0,0,False,No papers found in bibliography.
WISEA J022359.40-022707.1,0,0,False,No papers found in bibliography.
SSTSL2 J125613.40+565431.6,0,0,False,No papers found in bibliography.
SSTSL2 J122642.36+333102.9,0,0,False,No papers found in bibliography.
SSTSL2 J173906.54+690344.7,0,0,False,No papers found in bibliography.
SSTSL2 J215357.89+173349.6,0,0,False,No papers found in bibliography.
SDSS J121941.27+471653.1,0,0,False,No papers found in bibliography.
SSTSL2 J191427.46-211907.1,0,0,False,No papers found in bibliography.
SDSS J122541.28+181756.1,0,0,False,No papers found in bibliography.
SSTSL2 J095633.92+692332.7,0,0,False,No papers found in bibliography.
SSTSL2 J173946.59+685800.8,0,0,False,No papers found in bibliography.
WISEA J025245.57-145958.3,0,0,False,No papers found in bibliography.
WISEA J084704.38+344847.0,0,0,False,No papers found in bibliography.
SSTSL2 J031815.07-253509.7,0,0,False,No papers found in bibliography.
SSTSL2 J071737.87+373806.4,0,0,False,No papers found in bibliography.
